BA000007.3_49	AAA25550.1|FEATURES|dfrA3|diaminopyrimidine|dfrA3	51.3	160	77	1	38	196	2	161	1.13e-51	162
BA000007.3_54	ACI71754|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	100	273	0	0	1	273	1	273	1.07e-197	539
BA000007.3_54	A7ZW03|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.6	273	1	0	1	273	1	273	8.77e-197	537
BA000007.3_54	Q83MG8|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	1.25e-196	536
BA000007.3_54	YP_001878864|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	1.77e-196	536
BA000007.3_54	YP_001461223|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	3.57e-196	535
BA000007.3_54	YP_002401190|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	3.57e-196	535
BA000007.3_54	ZP_03030905|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	5.07e-196	535
BA000007.3_54	B7LVU5|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	7.20e-196	535
BA000007.3_54	Q8FL96|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	7.20e-196	535
BA000007.3_54	B6HZ32|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	99.3	273	2	0	1	273	1	273	1.45e-195	534
BA000007.3_54	YP_401803|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	98.9	273	3	0	1	273	1	273	2.07e-195	533
BA000007.3_54	YP_002396141|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	98.9	273	3	0	1	273	1	273	2.93e-195	533
BA000007.3_54	B7N7S6|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	98.9	273	3	0	1	273	1	273	1.19e-194	531
BA000007.3_54	ZP_02902942|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	97.8	273	6	0	1	273	1	273	2.81e-193	528
BA000007.3_54	YP_001454848|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	95.2	273	13	0	1	273	1	273	1.05e-188	516
BA000007.3_54	YP_002113107|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.5	273	15	0	1	273	1	273	2.48e-187	513
BA000007.3_54	CAR58198|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.5	273	15	0	1	273	1	273	2.48e-187	513
BA000007.3_54	BAH61691|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.5	273	15	0	1	273	1	273	1.01e-186	511
BA000007.3_54	YP_002847275|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.5	273	15	0	1	273	1	273	1.01e-186	511
BA000007.3_54	Q56016|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.1	273	16	0	1	273	1	273	1.43e-186	511
BA000007.3_54	YP_001571902|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.1	273	16	0	1	273	1	273	2.89e-186	510
BA000007.3_54	YP_002039320|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.1	273	16	0	1	273	1	273	2.89e-186	510
BA000007.3_54	Q57TH0|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.1	273	16	0	1	273	1	273	4.11e-186	510
BA000007.3_54	ZP_02698269|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	94.1	273	16	0	1	273	1	273	4.11e-186	510
BA000007.3_54	YP_002240485|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	93.8	273	17	0	1	273	1	273	3.37e-185	508
BA000007.3_148	YP_002467958|FEATURES|PBP-1B|beta-lactam|PBP-1B	54.1	728	329	2	70	794	11	736	1.68e-287	810
BA000007.3_148	P57296|FEATURES|PBP-1B|beta-lactam|PBP-1B	54.1	728	329	2	70	794	11	736	2.38e-287	810
BA000007.3_258	YP_001444376|FEATURES|tet34|tetracycline|tet34	67.1	152	50	0	1	152	1	152	2.39e-78	228
BA000007.3_258	BAB59035|FEATURES|tet34|tetracycline|tet34	67.1	152	50	0	1	152	1	152	3.96e-77	224
BA000007.3_258	BAC58936|FEATURES|tet34|tetracycline|tet34	64.5	152	54	0	1	152	1	152	7.99e-77	224
BA000007.3_258	ZP_02197344|FEATURES|tet34|tetracycline|tet34	65.1	152	53	0	1	152	1	152	7.99e-77	224
